Xw,Yw,Zw
1.0000016540288925,166.9550774153322,-89.17468224371532
1.0000016540288925,167.20507740974426,-89.60769492815714
0.750001659616828,167.45507740415633,-90.04070761259896
0.750001659616828,167.7050773985684,-90.47372029704078
0.750001659616828,167.95507739298046,-90.90673298148259
0.750001659616828,168.20507738739252,-91.33974566592443
0.750001659616828,168.45507738180459,-91.77275835036625
0.750001659616828,168.70507737621665,-92.20577103480807
0.5000016652047634,168.95507737062871,-92.63878371924987
0.5000016652047634,169.20507736504078,-93.07179640369169
0.5000016652047634,169.45507735945284,-93.50480908813353
0.5000016652047634,169.7050773538649,-93.93782177257533
0.5000016652047634,169.95507734827697,-94.37083445701715
0.25000167079269886,170.20507734268904,-94.80384714145897
0.25000167079269886,170.4550773371011,-95.2368598259008
0.25000167079269886,170.70507733151317,-95.66987251034261
0.25000167079269886,170.95507732592523,-96.10288519478442
1.6763806343078613e-06,171.2050773203373,-96.53589787922625
1.6763806343078613e-06,171.45507731474936,-96.96891056366808
1.6763806343078613e-06,171.70507730916142,-97.4019232481099
1.6763806343078613e-06,171.9550773035735,-97.8349359325517
-0.24999831803143024,172.20507729798555,-98.26794861699352
-0.24999831803143024,172.45507729239762,-98.70096130143536
-0.24999831803143024,172.70507728680968,-99.13397398587716
-0.24999831803143024,172.95507728122175,-99.56698667031898
-0.4999983124434948,173.2050772756338,-99.9999993547608
-0.4999983124434948,173.45507727004588,-100.43301203920262
-0.4999983124434948,173.70507726445794,-100.86602472364446
-0.4999983124434948,173.95507725887,-101.29903740808626
-0.7499983068555593,174.20507725328207,-101.73205009252808
-0.7499983068555593,174.45507724769413,-102.1650627769699
-0.7499983068555593,174.7050772421062,-102.59807546141171
-0.9999983012676239,174.95507723651826,-103.03108814585353
-0.9999983012676239,175.20507723093033,-103.46410083029537
-0.9999983012676239,175.4550772253424,-103.89711351473719
-1.2499982956796885,175.70507721975446,-104.330126199179
-1.2499982956796885,175.95507721416652,-104.76313888362081
-1.2499982956796885,176.2050772085786,-105.19615156806263
-1.499998290091753,176.45507720299065,-105.62916425250447
-1.499998290091753,176.70507719740272,-106.06217693694626
-1.7499982845038176,176.95507719181478,-106.49518962138809
-1.7499982845038176,177.20507718622684,-106.92820230582991
-1.7499982845038176,177.4550771806389,-107.36121499027173
-1.999998278915882,177.70507717505097,-107.79422767471357
-1.999998278915882,177.95507716946304,-108.22724035915536
-2.2499982733279467,178.2050771638751,-108.6602530435972
